node,neighbors
10055724114,"12766824120,25175778,195259"
10087719688,30267248
10099342769,"206192614,10681734331"
10100374427,"10100374433,35495876"
10100374433,"26108006,1026456214"
10107576270,"26583684,26583690"
10120780902,"21992709,1969423902"
10121704203,"33254326,3807653478"
10127767105,"1028380059,8087821651"
10138203531,"13289372527,21674915,562894729"
10160330139,"5904902397,11917574941"
10215727016,"191988209,242392520"
10241846466,27504186
10262507945,21702431
10271302918,1335415655
10313185231,"13203497044,1462053975"
10313783746,"13077513238,26108002"
10537564454,1351112938
10681734331,"206192615,206192619"
10705432732,"59654817,25547436,8147160894"
10889101574,"1367543931,1367543980,10889101582"
10889101579,"2180784974,10889101582,10889101587"
10889101582,"10889101574,10889101579"
10889101587,"1554830930,10889101579,1367543980"
10949089239,
10977638586,"10977638587,36863018"
10977638587,"9821119469,191988425,10977638586"
10982790032,10982790033
10982790033,"35964716,10982790032"
11014869454,"191988315,11014869463,2302760542,191988303"
11014869463,191918582
11019596533,"8913468466,33225458"
11031947989,12254593748
11048560947,8461739677
11071527613,23667013
11074872197,"25468007,25468043"
11201758005,"1335415620,8087837589,1335415543"
11216988757,"6057029780,26086116,25614440"
11220462278,"11220462278,843129903"
11280341450,34387221
11300914844,48833743
11304624943,25321330
11332038992,"21702431,245957281"
11339589713,"26149141,26149143"
11344923672,
11368597027,"11368597028,11368597032"
11368597028,11368597027
11368597029,11368597031
11368597030,11368597031
11368597031,"11368597030,11368597032,11368597029"
11368597032,"11368597031,192305014,11368597027"
11414276914,1028380043
11416701494,"11416701495,11416717744"
11416701495,"11416701494,33126085"
11416717744,11416717745
11416717745,"11416717744,11416701495"
11422035857,"11422035858,25622574"
11422035858,11422035860
11422035859,11422035857
11422035860,"11422035859,25622724"
11428571608,"504557626,8433808"
11432105604,"26463667,11432105605"
11432105605,"26463669,26463667"
11470215275,"27362921,271151916,27362277"
11509487125,"25153072,25153075"
11584541404,"2612121513,2612121508"
11591631528,"25152845,25152616"
11591631532,"25152849,11591631528"
11690126531,26035104
11827157240,"25618439,25618197"
11880778545,8206700
11898137499,"1577026317,1547919223"
11908115400,"8089059,1547919226"
11917574941,"600734173,10160330139,8764244747"
11918158672,1866818921
11956024523,"26086284,34401987,26079790"
11959723501,11959723522
11959723522,"1374638719,1866814355,11959723501"
11966306052,"54150955,1462053975,1462054011"
12035934861,130144266
12037042658,"7393915,12037042661"
12037042661,"12037042658,12037042664"
12037042664,12037042661
12046689741,"32651006,412247882,33148258"
12046689760,"12046689761,7183740682"
12046689761,"12046689760,32651006"
12140914736,"191988412,191988438"
12148021235,"26576932,1036842122"
12192585637,"25152613,2139361034"
12192585644,"26576955,8883130215,3393859904"
12196885700,13260838645
12253467275,504557631
12254593746,"492460101,33116453"
12254593748,"12254593746,11031947989"
12296232780,"26464311,8111455579"
12358419571,
12385083532,"34820017,34820016"
12439930938,"12439930983,324788967,12439930987"
12439930983,"12439930938,2789756669,83655266"
12439930987,"35335891,12439930938"
12505754910,"991648001,25306164"
12506959804,"2104502856,1351109211,2158614641,26079755"
12568521907,"26022694,25327121"
12584546884,"12584546886,12851838042"
12584546886,"12584546884,1775489087"
12587706741,624172877
12616427837,"1513320536,35210583,998858998"
12645083995,206189053
12645091703,"206189061,206189316,206189054"
12645537505,25319177
12645537506,
12649554444,"206192597,206196120"
12649554445,"206192598,7366562481"
12672628783,"1201354422,21717915,12672628784"
12672628784,"8138143068,12672628783"
12766824120,"25175819,10055724114,25175791"
12809290199,8698701
12825510574,"257513257,13191199369"
12841673849,2652153371
12844409458,"257513954,12844409460"
12844409460,"257513954,257513247"
12851838042,"1149631790,6326900746"
12942464148,"273216478,12946029718"
12946029718,"12942464148,959373467"
12946029730,26480360
13019630297,33122295
13034905058,"8865464538,33065949"
13045357050,"26317293,4772130162"
13046082674,250042857
13056558377,25152142
13077513238,769175574
13123162011,"32650339,2317533018"
13124693225,13124693226
13124693226,"13176502891,13124693229"
13124693229,"26728992,2107062403"
13124693234,13124693225
13124693237,"25722234,13124693234"
13125043912,"324782799,83700568"
13125186935,4670514771
13125186951,"4002438199,13125186935"
13125190956,"726655170,192400838"
13125812950,"192400808,13125812951"
13125812951,"192942470,13125190956"
13176425186,25310868
13176502891,"13124693226,13176502893"
13176502893,"26729010,13176502891,13176502896"
13176502896,"83650693,13176502893,35335878"
13176504302,"302790938,130110237,35335878,83650891"
13180101537,"25498571,25310826"
13180260084,31922947
13191199369,"12825510574,83650897"
13203497040,"33148287,412247882,13203497044"
13203497044,"33122297,10313185231,13203497040,33126059"
13204220048,1462053982
13243773771,13191199369
13256918436,"88274580,25984655,26012483"
13260838645,"82527978,32619435,12196885700"
13287784069,82529528
13289372527,"29083979,25622731,10138203531"
13293499341,"82654496,2155550593"
13293499343,"82527987,13293499349"
13293499349,"82527983,13293499341"
13325884864,29980115
13340852591,"2439485671,2439485670"
13354017561,206273182
13371854291,"2158548094,83700573"
13386275426,492424673
13386535553,"26583871,26583850"
13398022052,230047436
