node,neighbors
48880059,"48880067,25624145"
48880063,48880059
48880065,48880063
48880067,48880065
48880085,"25471741,48880089"
48880089,"25471743,48880096"
48880093,48880085
48880096,"48880093,253449740"
48880114,1957527534
48880118,25471743
52561455,"26470078,26470086"
52561460,"26149151,52561455"
52564033,"26286762,26286759"
54150955,"303505093,2501428230,11966306052"
54803122,54803125
54803125,26086123
55463824,25611411
55475052,
59640013,"843129903,25470917,25549077"
59640015,"25471028,59654818,25547441"
59640254,"25547441,843129903"
59640255,"59640254,25470917,25471028"
59654811,"59654812,21604585"
59654812,"59654811,8147160894"
59654817,"2587605830,10705432732"
59654818,"59654812,25547436,59640015"
59654819,59654823
59654823,"59654819,59654811"
59654829,"2465004217,59654817"
59654830,"2465004217,8149518874,2465004181"
60755977,"1655683917,6919391600"
60756023,"3840413118,3842221809"
62026451,6990640984
62026530,"62026451,2571377366,26740272"
62026553,3020982382
80311393,"33066088,26086124"
82527978,"82527983,13260838645,82527987"
82527983,"82527978,2107157618"
82527987,"26012483,13293499343"
82529528,"13371854291,2107157618"
82654496,"324782812,13293499341"
82654499,"324782808,35446276"
82654500,"35335890,35441016"
83650686,"83650903,83650690"
83650690,"10949089239,83654737"
83650693,"83650775,26728929"
83650775,302790938
83650815,"83655164,83650820"
83650820,83650824
83650824,"83655158,83654737"
83650847,"83650852,83650815,324805474"
83650852,83650820
83650865,83650847
83650872,"83650865,83650852"
83650876,"83657066,35393050,83657088"
83650885,"83650891,302790938,2317533018"
83650891,"13176504302,32650340"
83650897,"1715950508,4517945997"
83650900,"4517945997,32650350"
83650903,83650686
83654737,83655158
83655158,"83650824,83655164"
83655164,"83650815,83655264,83655158"
83655264,"83657052,83655164,83657546,83657066"
83655266,"83650872,12439930987"
83657052,"83657076,83657056,83655264"
83657056,83657052
83657066,"83650876,83655264"
83657070,"83657088,83657066,83657081"
83657076,"83657070,83657081"
83657081,"83657076,83657056"
83657088,35393046
83657546,"1463837300,32650982,83655264,1715948234"
83690514,35393046
83690518,"83690514,35393050,324805478"
83690520,83690518
83700539,"83703883,83700568"
83700568,83700578
83700573,13125043912
83700575,"324802532,2872708310"
83700578,83700580
83700580,"35335890,324802532"
83703883,13124693234
83703898,83703883
83704446,"83700539,13325884864"
83761715,"349326546,83761726,4525344027"
83761726,"129940278,83761715"
83761731,"83761726,35335888"
83761733,"83761738,4525344025"
83761738,83761748
83761748,"83761769,83761887"
83761769,1908961868
83761778,83761789
83761789,"83762457,83761800"
83761800,83761733
83761887,26475248
83761896,"83761769,83761905"
83761905,83762474
83761926,"4670515495,83761949"
83761949,"83762474,2813105657,83761976"
83761976,"83762457,83761778"
83762457,26475233
83762462,83761926
83762468,"83762462,83761949"
83762474,"83762468,83762515"
83762515,"83762519,2813109011"
83762519,"83762468,83762462"
83772662,"2813109011,83772669,83772670"
83772669,83772687
83772670,"83772669,83772709,83772662"
83772675,"12645083995,118273043,83772676,1788996611"
83772676,83772670
83772687,"83772675,118273043"
83772709,"83772670,10099342769,2404539296,83772726,206192615"
83772726,"83774500,83772709"
83774500,"1511085512,83772726"
84139799,
84139841,
84458458,"84458462,2407541523"
84458462,84139799
84463207,4670515495
88274580,13256918436
93856091,"8218182127,2587605830"
93856096,"93856100,93856102"
93856100,"93856096,93856105,5456383765"
93856102,"93856105,93856091"
93856105,"415904109,93856100"
95836805,"8771456495,26058995"
103755060,"21702438,21604594"
103771069,"8560978660,8560978664,1042501525"
103794930,103794935
103794935,"25149523,103794930"
103794940,103794935
103794965,"3150681384,8791129061,34820048"
118272929,"252156006,2439485671,129940282"
118273028,"83772675,529913055,206188645"
118273043,118273028
129940278,"129940279,130110237,252155997,130110239,83761726"
129940279,"252155997,130110240"
129940282,"2439485671,129940285"
129940283,"130110241,129940285"
129940285,"349323431,129940279"
129940286,"130110243,129940282,29980173"
130110237,"13176504302,35335883"
130110239,35335880
130110240,"130110239,129940279,130110242"
130110241,"129940279,130110240"
130110242,"130110240,130110243,29980115"
130110243,"129940286,129940283"
130143380,"987974102,1171868956,130143381"
130143381,130144380
130143384,"130143404,130143385"
130143385,"130143386,130143396"
130143386,"253416092,130143387"
130143387,"130143401,253416990"
130143391,21674822
130143392,191988217
130143394,"130143395,130143403"
130143395,"253416306,130143398"
130143396,"130143399,130143405,130143397"
130143397,"130143406,130143400"
130143398,130143420
130143399,"130143386,130143401,130143396"
130143400,"130143399,130143397,130143402"
130143401,"130143402,130144269,130143399"
130143402,"130143400,253417073"
130143403,191988226
130143404,"130143403,130143395"
130143405,"130143384,130143396,1328321035"
130143406,"130143405,130143397,1171867500"
130143409,1328321035
130143410,"130143413,130143420,191918644"
130143413,"191988222,191988214"
130143417,"1171869062,253414917"
130143420,253416990
130144266,"12035934861,130143381,230047436"
130144267,"253415591,1328321035,130144380"
130144269,"130143401,130144270,253417073"
130144270,"253417301,130144269,130144271"
130144271,"130144275,130144273"
130144273,1201459376
130144275,"253417218,130144276"
130144276,"130144273,130143391"
130144278,"252502668,130144297,130144295,1201459376"
130144280,"253415075,130144281,252502666"
130144281,"130144280,1468823679"
130144290,130144295
130144295,"130144278,21674822"
130144297,130144387
130144380,2922474452
130144381,"1171867500,130144267"
130144387,"252502668,252502669"
130185637,"130185639,191988245,36863014"
130185639,"243785953,191988249,2073932346,130185637"
130185640,"191988291,243786720,8576486926"
158244562,"775494838,26583690"
165860035,"4194015428,4194067198,25468304,980961157"
165860051,"165860072,32533210"
165860072,4194067198
165860082,"165860141,8820230151,165860094"
165860094,"165860133,980961157,165860082"
165860107,"562870500,165860072"
165860133,980961334
165860141,"165860133,165860082"
173030870,"601393124,25468305"
175379380,7469500
187824746,"1400900990,18232186"
190131566,"6261544707,25312477,25312373"
191918576,"191918644,191918624"
191918582,"191918587,192085440,6389351316"
191918587,"191918582,191918596,256992788"
191918596,"191918587,192085503,192085457"
191918598,"192085503,192085493,192085499,2073912461"
191918601,"191988390,31917854"
191918607,"191988390,988334561"
191918612,"191988400,191918615"
191918615,191988434
191918620,191988132
191918624,"191918576,191918630,36863014"
191918630,36863018
191918644,"191918576,130143410"
191988125,"191988132,191988435"
191988132,"191988125,241596086"
191988135,"191918615,988334554"
191988143,"191988180,191988146"
191988146,"191988176,191988149"
191988149,"191988429,191988163"
191988163,191988169
191988169,"191988173,191988408"
191988173,"191988149,191988176"
191988176,"191988410,191988180"
191988180,"191988412,191988186"
191988186,191988143
191988209,6374806460
191988214,6388307988
191988217,"191988222,191988214"
191988222,130143394
191988226,"191988209,1171869062"
191988245,"130185637,191988249"
191988249,191988245
191988255,"191988135,191988295"
191988260,"258197086,191988285"
191988285,"192085571,2602170153,191988260"
191988291,"130185640,192085436,243785953,242163341"
191988295,"192085450,191988298"
191988298,"191988341,191988303,191988295"
191988303,"191988325,11014869454,191988298"
191988315,2355995217
191988325,"2355995217,191988303,191988386,191988341"
191988341,"191988135,191988325"
191988365,"254777155,2073912370"
191988382,191988386
191988386,"191988382,191988387,191988325,191988390"
191988387,"191988386,191918601"
191988390,"191918607,191918601,191988386,191988397"
191988393,"191988397,191988415,31917854"
191988397,"191988390,191988441,191988393"
191988400,191988441
191988408,"191988173,191988410"
191988410,191988412
191988412,191988415
191988415,"35215561,191988393"
191988425,"191988429,36863022,10977638587"
191988429,"191988425,191988430"
191988430,"191988431,241166549"
191988431,191918620
191988434,"191988435,191988431,191918620"
191988435,"191988255,191988434"
191988438,"191988186,191988400"
191988441,"12140914736,191988397"
192058895,26597608
192085356,"192085450,384969605,192085363"
192085363,192085440
192085381,192085395
192085382,192085407
192085395,"2073912461,1048056117"
192085407,"192085414,192085381"
192085414,"1048058586,243786720"
192085436,"242163341,192085490,192085363"
192085440,"192085450,191918582"
192085450,"191988295,192085356"
192085457,"192085382,191918596"
192085490,"192085436,256992035,192085457"
192085493,191918598
192085499,"256990658,191918598,192085503"
192085503,"191918596,191918598,192085499"
192085541,"2488267317,2872676723"
192085559,"192085571,8576486926"
192085571,130185640
192305011,29980154
192305014,"192305015,11368597032"
192305015,192305016
192305016,"192305018,192305048"
192305018,"9588081529,192305020"
192305020,"192305032,192305024"
192305024,"192305026,192305011"
192305026,192305032
192305032,"9588081529,29980185"
192305048,"192305060,192305018"
192305060,"192305048,2612121513,192305061"
192305061,"1956845894,270323523,192305060"
192305063,"270323523,2607943958,270323663"
192305070,"192305074,270323663,2621313509"
192305074,"1511114293,192305070"
192305105,"3922348891,192305109,1511114282"
192305109,"192305105,1511104887"
192305750,"206192596,192305754"
192305754,"206196117,2810964557,192305750"
192400787,"4002438195,13125186951"
192400788,"192400808,13125186935"
192400808,"13125812951,192400788"
192400838,"462923907,726655170"
192400916,"193547599,354723511,7417014158"
192942470,"13125190956,767485184"
192942533,"4915696754,193556738,767485184"
193547599,"354721858,354719766,683130949,192400916"
193556734,"2320137738,1613055789,766724350,7417014158"
193556738,"1613055789,192942533,2320137734"
193556833,"767472407,704420283,828689641"
193594739,84463207
193594802,"766724350,354723520"
193640963,"193640970,766724345,836939842"
193640970,"193640963,792818869,84458458"
206188645,"118273028,252156006"
206188664,206188645
206189053,"206189071,206189070"
206189054,"206189070,12645091703"
206189057,"29980119,29980178"
206189058,"206189059,206189060,29980119"
206189059,"206189058,206189063,1788996611"
206189060,"206189058,7095808873,29980138"
206189061,206189069
206189063,"206189054,206189059,206189061"
206189064,206189063
206189067,206189064
206189069,"270323473,206189064"
206189070,"206189054,206189071"
206189071,206189072
206189072,"83772675,83772676"
206189315,"206189319,937080678"
206189316,"206189324,12645091703,29980178"
206189319,"2923949204,2923948782"
206189324,"206193012,206189325,206189316"
206189325,"7204776620,206189315,206189324"
206189328,"7204776620,206194448,2923949204"
206189457,"2923949207,2923948782"
206189460,2923949215
206189464,"4249122124,206189466"
206189466,"206189460,206189464,2630568657"
206192596,"206192597,192305750"
206192597,206192596
206192598,"7366562481,8208789885"
206192606,"394573341,206193012,8208789885"
206192614,10099342769
206192615,"10681734331,2813114176,83772709"
206192619,"10681734331,206193126,206194448"
206193012,"206193126,206192606"
206193017,"206193105,7204776623"
206193105,206192619
206193126,"206193012,206193105"
206194448,26475858
206196117,"192305754,7756830105,206196131"
206196120,12649554445
206196131,"1392460122,6290713371,206196117"
206196133,"6290713373,6290713371,2813818187"
206196136,6290713372
206227345,"2813825709,1589147517"
206227373,"206227376,206228636"
206227376,"206227373,2213747138,1589126699"
206227473,"2621313509,1589098581,206228615"
206228615,"2813884264,206227473,2813884263"
206228618,"2813884270,2813884267"
206228620,"2813884270,673414894"
206228632,"2813847803,206228633,1589098625"
206228633,"2813847803,206228636,206228632"
206228636,"1589098625,206227373,206228633"
206228641,2607943958
206228644,"2612121498,2612121508,2612121504"
206273165,"206273167,206273186,206273180"
206273167,"206273168,206273182,206273165"
206273168,206273167
206273170,206273178
206273172,"206273179,206273174,206273180"
206273174,206273170
206273178,"206273174,206273179"
206273179,"206273172,4249122124"
206273180,"206273182,206273165,206273172"
206273182,"206273167,206273170,206273180,13354017561"
206273186,"206273189,206273165"
206273189,"206273186,270323561"
208769027,"208769069,55475052"
208769069,"26316432,208769027,26316429"
208769083,"26316433,208769145"
208769091,"208769219,54803122"
208769112,"26086128,208769120"
208769120,208769133
208769133,"208769219,208769083"
208769145,"208769180,3267479470"
208769163,"3870640550,3267479470"
208769180,"3870640550,208769163"
208769219,"208769227,208769279"
208769227,"208769112,208769120"
208769279,"26086117,54803122"
208776568,"208769133,26086129"
215687061,"215687070,4143189207,5257013006"
215687070,"25468218,3101729530,8578386869"
220288678,"220311331,16564353"
220288700,"103794930,220288730"
220288730,16564349
220311331,220288700
226202090,8173410515
230047436,"252467947,13398022052,130144266"
240467585,"1171868956,1735877076"
241166549,191988430
241596086,"242374908,10977638586"
242163341,"384969605,192085436,192085356"
242163349,"26740277,25498533"
242374906,242374908
242374908,"242374906,36863018"
242392520,
243089519,35213544
243092180,35215575
243785953,"191988125,191988291"
243786720,"1048058586,130185640"
244419508,"25620306,25722297"
245957281,7300867
249717498,"1037249830,1468530294"
249717499,21674906
249717503,"195222,1468553185"
249740340,25611400
250042857,"6091651313,25336179"
251047558,
251047560,"459797860,25321447"
251050296,25611395
251050719,25303840
251050862,"1682387539,640541652"
251069553,"26286696,7041322633"
251171031,1992934964
251171098,"1992934964,25303832,25303841"
252155997,"129940279,349323431,129940278"
252156006,"206188645,349323431,118272929"
252333286,252333287
252333287,"252333286,25722257"
252333899,27175446
252412611,25722257
252412613,"35218687,25722258"
252466530,"252466532,1316035095"
252466532,"252466533,35291294"
252466533,252466532
252466535,"1316035095,242163349"
252467947,"230047436,1734636083,62026530"
252502656,1171867500
252502665,252502667
252502666,"252502667,130144280,4692721671"
252502667,"252502665,252502666,2865915271"
252502668,130144290
252502669,130144387
253414917,987974102
253415075,130144280
253415591,130144267
253416092,"130143398,253416306"
253416306,130143385
253416987,"130144269,130144275"
253416990,253416987
253417073,"130144270,130143402"
253417218,130143410
253417301,"1201459376,130144270,130144297"
253449740,48880096
253852358,1513320571
253867585,35213564
253868084,35222952
253868661,35224293
253871255,35213558
253871314,2502213116
253871330,"2502213116,253871314,31923933"
254346821,35218687
254347900,"4588190126,35218664,8035679173"
254348000,
254567104,25468070
254581659,34389257
254581990,"8832666419,2069548810"
254772375,35213528
254777155,"191988365,254777171,1513320536"
254777171,254777155
256990658,192085499
256992035,192085490
256992788,191918587
257513236,257513237
257513237,"2655684448,6071660584"
257513240,"6071660584,2652153371"
257513244,3898532756
257513247,"12844409460,3898532753"
257513249,"2503521410,257513244"
257513255,"6135349230,257513953"
257513257,"12825510574,257513255"
257513701,"2813020269,257513706,33126081"
257513706,"257513701,257513249"
257513953,"257513954,6135349230"
257513954,"257513953,12844409460"
258197086,191988260
259977333,259977334
259977334,"26470113,259977333"
262860522,"262860754,25115178"
262860754,832449686
264496809,"21674802,25319183"
264496810,"264496809,26027233"
265783501,"4549502008,9250428"
265809740,"6262067560,26057008"
269229442,"1298421634,21600354"
270298916,"270298919,27362911"
270298917,"270298916,8148780813"
270298918,"8148780813,1297007321,270298919"
270298919,"27362917,270298916,270298918"
270322649,2209140020
270323473,"206189057,206189067"
270323500,"29980154,4308368197,26574295"
270323523,"192305063,192305061"
270323524,"4308368197,1956845887"
270323532,"270323524,270323662"
270323537,"270323532,270323551"
270323551,"270323562,270323537"
270323560,"1104884203,270323562"
270323561,"1104884201,206273189"
270323562,"270323551,270323560"
270323662,"270323532,270323537"
270323663,"270323662,192305070,192305063,2621348580"
270473915,"26022694,25327119"
270492131,"1967907778,26584165,270492135"
270492135,"1967907778,270492131,26584163"
270733389,"25310911,1400710127"
271151916,"11470215275,8087837589,1028380043"
271415805,25334340
273216478,"26106451,12946029718"
273216489,12946029730
273218195,273218201
273218201,"959373590,26106449"
276635164,"277046124,8831416864"
277045916,"277045917,25450966"
277045917,"2087284322,276635164"
277046124,26059236
283325403,"283325404,25468215,26115845"
283325404,"283325403,283326996,26120302"
283326996,"25468215,25468228,283325404"
286483707,"352752295,25452884"
286483713,"21604559,25468305,352752295"
293177597,"1382687432,4741814127,361643451"
293585811,"293585812,7300867"
293585812,293585811
302790938,"13176504302,83650885"
303502397,"3728703095,303506012"
303505093,"32650997,54150955"
303506012,"32650993,331362187"
303507015,303505093
313690625,792818869
318711366,"318711370,25450957"
318711370,25450965
320914981,"25306178,9681597415"
322191108,"2302760542,35213518,31917854,1513320539"
322191190,"322191195,1513320567"
322191195,"322191200,322191190"
322191200,"35221958,322191204,322191195"
322191204,"1513320571,36855707,322191200"
322191223,1171868956
324281474,"26084472,26120299,36843098"
324451922,"2441147824,998858998"
324451947,"2372905137,31922933"
324458557,"13180260084,26597597,2306955061"
324458571,2230337405
324782799,"2872708310,83704446"
324782808,"82654496,324782812"
324782812,82654500
324788955,"324788956,35441009,35441031"
324788956,"324788955,35441011"
324788967,324788956
324802532,83700578
324805474,"35393053,83650876"
324805478,83690518
325213175,"325213179,25303806"
325213179,26155540
325213183,"325213187,26155538"
325213187,325213183
325772328,"26155528,325772334"
325772334,325772328
325772567,"325772576,26317396"
325772576,325772567
331362187,"32651003,7531586194"
347712111,8821236058
349323431,"252156006,252155997"
349326455,"1501001039,35335888,4002438195"
349326546,"349326552,83761715,35335888"
349326552,349326546
350344029,"8087837595,1335415565"
352752295,"286483713,286483707,32533201"
352752301,286483707
354719766,193547599
354721858,"766724345,193547599,354721859"
354721859,"354721858,3928535924,683130949"
354721865,"2407541523,683130949,193640963"
354723511,"354723512,192400916,766724345"
354723512,"354723523,354723520,354723511"
354723520,"193594802,354723512"
354723523,"354723526,354723525"
354723525,"354723523,354723520"
354723526,"354723525,766724350"
356637756,103794940
361643451,"36163534,8207493"
362076524,"26033322,26086273,26033323,26033324"
365086531,26155370
365086537,"365086531,26155370"
365117223,"26464311,365117235"
365117230,"26464252,8164417159,365117238"
365117235,365117223
365117238,365117230
373205533,"130144290,373205537,2865915271"
373205537,"373205533,373344986"
373344986,373205537
376378078,"26035131,8832666439"
376961302,"26315034,8838192634"
378175582,26291349
378212455,1678246930
382011402,"21992645,382011406"
382011406,21855792
384959104,"25468090,382011402"
384969605,"242163341,191988291"
388568803,"325213183,26155498"
394573341,"3492837071,206192606,1566655370"
394625990,2813114176
409269451,"8149426950,5456383765"
409269452,8149426950
409269455,"415638612,26132251,415904109"
411275577,21604559
412247882,"12046689741,13203497040"
412284481,"25152928,25495293"
412286091,25499136
412291343,"612951571,25499151"
415638612,"409269455,25471053"
415904109,"93856105,415904110,409269455"
415904110,415904109
421813471,"769175531,21674920"
434308458,"25303801,26570169"
444667873,"796917509,195250"
458892770,"27362272,458892771"
458892771,458892770
459797860,"25321687,251047560,1682387599"
459797864,"26317246,6176375685"
462923907,"192400838,462923959,1562156928"
462923959,"463206232,463206235,462923907"
462923973,463206235
463206232,"462923959,463290454,463213236"
463206235,"463290454,462923959,462923973"
463213236,463206232
463290454,"463290496,463206232,463206235"
463290496,463290454
465470608,465470622
465470622,"26132256,8149426952,465470608"
471133020,21717943
471133022,"21717932,21717939,471133023"
471133023,471133022
474605974,"474605980,25321304"
474605980,474605974
474605986,"474605980,21993017"
475003534,25334263
479185290,"479185301,25173835"
479185301,"479185309,479185290"
479185303,"479185309,479185290"
479185309,"495424862,479185301"
480971528,25499153
486022481,24289066
492150252,"33116453,8592437,33118781"
492424673,"21510484,13386275426,21510491"
492460101,8433940
493545513,25470101
494425777,"35218655,1975462251"
495424862,"25175778,500434722,479185309,479185303"
500434722,"495424862,26086288,25175764"
504557626,"504557631,8433940"
504557631,"492460101,12253467275"
522100855,"6185336869,195271"
528993508,"1988830557,34387221"
528993516,"25319178,1988830557,25932614"
529122835,35224293
529136501,35291575
529913055,206188664
554199956,"554199961,25327127"
554199961,25316263
554237881,"4968768578,569061957,26084660"
562870500,165860107
562894729,10138203531
564766063,8111455579
564782189,27362898
565368324,"21993013,21992981"
565375197,"26317248,1682387615,26125366"
565447495,"25450963,565447496"
565447496,25450959
567809298,3002320972
567871880,"8393613661,3002320972,567871882"
567871882,"567871880,567871887"
567871885,"26084483,26084475,1301805013"
567871887,"567871882,567871891"
567871889,"26084483,567871891,567871890"
567871890,"1301805013,567871887"
567871891,"567871889,567871887,1445329952"
568297644,"32533203,1990063644,32533209,32533212"
569050672,"569050800,26084718,25622574"
569050800,26084717
569050829,"25622571,569050800"
569061956,"3095792647,26120306,569061957"
569061957,"25468219,569061956"
570764061,"26289593,26289580"
571794836,"8794404140,6918506361"
598174281,"26289580,26289590,598174386"
598174386,"26289581,26289584,598174281"
600734173,"4675415578,11917574941"
600816158,"26084661,600816161,8764216683"
600816161,25499161
600873562,"25549075,27359746,27359753"
601393122,"26120446,1360109033"
601393124,601393134
601393134,"601393124,4756569058,173030870"
601393246,"1360109037,1360109036,26731906"
611630141,"195256,1468747927"
612426770,25306186
612951571,8771456495
624172842,"25610774,26464257,26463665"
624172864,"26155475,25303807"
624172874,26149142
624172877,
624172886,26149147
637043151,"26084600,26084598,26084606"
639533061,26289590
639533077,"26289584,26289590,639533061"
639567628,"695208116,21604553"
640541652,25336254
644880770,21604600
653293588,"26084554,26084497,26084608"
654019202,"25471074,984186473"
663650062,"26058148,663650206"
663650132,"663650175,26058158"
663650175,277045916
663650206,26058690
663650234,26058664
663650280,"25337459,24009837"
673414894,206228620
683130949,"354721865,193547599,354721859"
695208116,761253220
704420283,"193556833,9514990301"
712909224,"25312144,25312137,1085295539"
712926919,"6588120227,35678468,27487299"
726655170,13125812950
728283326,"728283328,26009822"
728283328,8831659639
730804047,"25620809,7554999969"
746310128,"25316196,244419508,26052732"
761253220,"1606993794,25319194"
766724345,"193640963,354721858,354723511"
766724350,"193594802,193556734,354723526"
767472407,193556833
767485175,"3803779330,767485184,4670515495"
767485184,"192942533,767485175,192942470"
769175531,421813471
769175574,"421813471,13077513238"
775494838,158244562
775581408,25149512
775581409,775581412
775581412,"103794940,775581417"
775581417,"775581408,775581409"
779459233,"1513320539,35213523,1513320537"
792818869,"1819177531,313690625"
796917475,18697400
796917509,"25337452,8244994756"
796918086,"1475230728,1475230723"
821517829,"821518051,8358135"
821518051,26054497
828689641,"193556833,828689708,4945814675"
828689708,"828689641,2320137738,4945814674"
829114756,"829114772,34815650,5947881174,829114764"
829114764,"829114756,34815652,829114765,2837925614"
829114765,"5947881174,829114764,25722302"
829114772,"829114756,831557303"
829114775,5947881174
829528478,24485759
829528479,829528478
829528480,"829528478,195232"
830280561,"3181893379,7650415492"
831557303,27487299
831557317,"958117950,27503214"
831557378,831557317
832449658,"4619742911,832449690"
832449681,"35960758,262860522"
832449686,"35960758,4619742908"
832449690,"832449681,4619742911"
836850031,2512682731
836850034,"836850031,1313906691"
836939842,
838347881,838347933
838347915,"23669387,24484923"
838347919,"24484941,838347881"
838347921,26480607
838347933,"838347921,918297329"
843129903,"59640013,11220462278,59640254"
864608478,"26149159,26149164"
868438829,26155375
868450596,"26480182,35291282"
868450680,"868450596,26740270"
868450830,"1513320567,26726769,31923945"
891129815,"25624143,891129825"
891129818,"25624144,891129815"
891129825,"25624160,8168902712"
918297329,"24809679,838347921"
928170072,"928170073,25468218,25468217"
928170073,928170072
932576340,"932576343,932576342,8087899721"
932576342,"8087899724,932576340"
932576343,"932576340,21714980"
932576999,"932576343,25624666"
937080671,"937080678,29980142"
937080678,937080671
958040717,22216548
958117915,"829528479,5706947070"
958117926,"33254090,33257061"
958117950,"33255445,16566907"
959373323,"1468502076,959373476,26480370"
959373357,959373509
959373366,"273218195,959373590,1845251154"
959373377,"26583858,25743306"
959373467,"26106449,959373590,12946029718"
959373476,7469501
959373498,"273216478,12942464148"
959373509,"26016378,1029524866"
959373590,"959373366,12946029730,959373467"
959438333,9218729159
967133152,18697415
974116096,974116113
974116109,"8753184569,974116113"
974116113,"974116096,27359810,974116109"
975232215,6280901389
975656240,"25258525,7262708549"
975886496,"26033323,6185376346,26033324"
980961157,"980961478,165860035,165860094"
980961292,980961326
980961326,"980961326,980961292,980961403"
980961334,"980961403,165860094"
980961403,"980961478,980961326"
980961478,"165860107,980961157"
984186416,"25471074,26132210"
984186436,8887828392
984186437,"984186436,8168938357"
984186472,25471730
984186473,"984186472,8168938359"
987974102,"130143380,36855706"
988334554,"191918607,988334561"
988334561,191918612
991648001,"25306036,25258530"
993523742,"35222919,35222952"
998858998,"12616427837,324451922,998859048"
998859048,"998858998,35210587"
1011010986,25327140
1026030476,"2587605830,8149518874"
1026166670,"25319181,25310905"
1026456196,"8820578231,347712111,8814683278"
1026456214,"26108005,10100374427"
1026456304,"25632869,8821236057"
1026456311,"26289489,8814402873"
1028320700,27362558
1028380043,8087802997
1028380059,"25624666,8087821651"
1029435020,"16564364,34819712"
1029435116,25632869
1029435143,1375748677
1029506954,33252250
1029524866,1029524884
1029524884,"21597593,21597590"
1029591870,21604594
1032776486,"868450596,26480182"
1034922644,"35216590,9362515477"
1035871834,"25152928,18697385"
1035871899,"25499134,25153067"
1036025279,"26053570,26079707"
1036842114,2841904730
1036842122,"3393859904,2841904733"
1036842157,
1036842184,"25306030,25306024,15925438"
1036842225,25306030
1036842321,"25258741,4892381215"
1037249830,"26009844,26057013"
1037257409,"1037257425,27503216"
1037257423,"24810638,195231,26575616"
1037257425,1037257409
1037257431,"1037257439,24809692"
1037257437,"26575615,1037257442"
1037257439,"24809679,24809692"
1037257442,26575615
1039285693,"226202090,8088285556"
1039285712,25152616
1042501483,27362272
1042501525,"1042501483,4756679808"
1042501547,
1042749170,"25316191,1042749309"
1042749196,25327132
1042749228,"1606993796,25316399"
1042749232,"7469500,8274304171"
1042749273,"1042749277,25316257"
1042749277,1042749384
1042749309,"1042749613,21674809"
1042749384,1042749232
1042749495,"9499384367,1042749273"
1042749613,25316187
1044597132,"26597601,2306955061"
1047333069,6322684553
1048056117,192085382
1048058586,"192085381,243786720"
1049498000,"6900796839,26723896"
1051082303,"26009778,26009776,2149820809"
1051082321,26336373
1056701798,"8149666790,26731893"
1085295539,"1301750261,34820017,712909224"
1102932059,35964716
1104884201,3760583994
1104884203,"1104884201,270323561"
1104884206,"1104884203,270323560"
1106667340,"33254090,1106667365"
1106667365,"16566904,5383127261,33254619"
1108937309,"1108937311,3101729530"
1108937311,"3101729530,26120311"
1126334635,22145874
1126334642,"25248947,22145874"
1126341696,"33256996,26340341,356637756"
1148982717,"1148982730,25495299"
1148982723,"1148982730,25495299,21789166"
1148982729,"25495294,1148982743"
1148982730,3404990017
1148982742,"1148982743,25495294,195246"
1148982743,1148982717
1149631790,
1149631806,
1156367438,21717905
1161960871,"8148599279,21717915"
1167755955,"21597591,26584186"
1171867296,"36855714,322191195"
1171867500,"130144381,252502656,130143406"
1171868102,"1171869035,1171867296"
1171868956,"35291698,130143380,322191223,130144266"
1171869035,"130143417,1171868102"
1171869062,1171868102
1177532048,1177532202
1177532202,"21510484,21510476,1177532048"
1201354422,"8148638868,12672628783"
1201354425,"21717939,8798316218"
1201354435,21717930
1201354445,"8148638868,8148638869,1201354422"
1201459376,"253417301,130144278"
1234187568,"35215561,35215578"
1250985265,"1250985279,4801197974"
1250985279,27362912
1255306647,"1382707461,25624142,6817017634"
1259561375,1288817934
1275888709,27504189
1284056769,
1288817934,"25335981,1259561375"
1288817944,"25471761,8752288920"
1291379525,"12505754910,26059302"
1297007321,"27362913,27362917,270298918"
1297007330,"1297007347,1297007338"
1297007338,"1297007353,27362294"
1297007347,1297007330
1297007353,1297007338
1297040310,25327131
1297040311,"1297040310,1297040317"
1297040313,34385820
1297040317,"25327144,1297040313"
1297040318,"554199961,21674895"
1297040320,34385832
1297040321,25327138
1297040323,1297040320
1297040327,"1297040311,25327143"
1298421634,21992644
1301750261,"2853496797,8791385058,1085295539"
1301805013,1301805017
1301805017,"567809298,567871882"
1313906691,836850031
1316035095,26740276
1316035137,"2606505884,26740276"
1328321035,"130143409,130144267,130143405"
1335415543,"1335415610,1335415620,11201758005"
1335415565,"1335415641,350344029,1335415655"
1335415566,"1335415634,1335415625,27362302"
1335415610,"27362913,1335415620,1335415543"
1335415620,"1335415610,11201758005,1335415543"
1335415625,"1335415642,27362297,1335415566"
1335415634,1335415566
1335415641,1335415565
1335415642,1335415625
1335415655,"10271302918,1335415565,27362903"
1340052119,35216590
1350075499,486022481
1351109211,"25634092,1463826439"
1351112937,"27362287,1351112938"
1351112938,"1351112937,27362283,10537564454"
1352581162,22156849
1352733757,"26079689,12506959804"
1360109031,"1360109036,26120446"
1360109033,"1360109037,1360109031,601393122"
1360109036,"1360109031,601393246,1360109037"
1360109037,"1360109033,4756569058,601393246"
1362781021,26023286
1362781029,"1362781021,1438257885"
1364923622,3842221809
1365357449,2576693393
1367325366,1313906691
1367543931,"1367543980,34648986"
1367543980,"10889101574,10889101587"
1368366537,"26035111,26035131"
1368366540,"1368366537,26035070"
